retrieved;author_id;username;id;created_at(utc);lang;tweet;type;likes;quotes;replies;retweets;tweetcount;followers;following;url
04/08/2022 20:16:55;512613427;DangeRussWilson;1423865088633499649;07/08/2021 04:34:25;en;Gold!!! 🥇Place;op;3757;2;24;149;12211;5669811;119;https://twitter.com/twitter/status/1423865088633499649
04/08/2022 20:16:55;512613427;DangeRussWilson;1423629668884774925;06/08/2021 12:58:57;en;Jesus First!;op;9378;54;160;1323;12211;5669811;119;https://twitter.com/twitter/status/1423629668884774925
04/08/2022 20:16:55;512613427;DangeRussWilson;1423420181347328004;05/08/2021 23:06:31;en;I’m about to hop on an exclusive FACEBOOK LIVE AUDIO ROOM with @ATTACKATHLETICS and @hbproductions83. We’ll be talking about “Training Your Mind Like an Elite Athlete.”  Going live NOW: https://t.co/y76rOngH8p  Come join us🙏🏾 @facebookapp https://t.co/QYLAT5356w;op;200;1;11;25;12211;5669811;119;https://twitter.com/twitter/status/1423420181347328004
04/08/2022 20:16:55;512613427;DangeRussWilson;1423377022940631041;05/08/2021 20:15:01;en;@tedswarren @AP_Images Thanks Ted for Capturing! Super Grateful! What a moment! 🙏🏾💪🏾;replied_to;35;0;1;2;12211;5669811;119;https://twitter.com/twitter/status/1423377022940631041
04/08/2022 20:16:55;512613427;DangeRussWilson;1422902135503474692;04/08/2021 12:48:00;en;Win’s first steps! Witnessing Win walk at practice it hit me that God orders our steps.  I realize I’m just a Rookie in the Game of Life. Jesus is the QB. Let Go &amp  Let God!   “In their hearts humans plan their course, but the Lord establishes their steps.” Proverbs 16:9 NIV 🙏🏾🙌🏾 https://t.co/HdsU2DqqsL;op;11637;76;141;822;12211;5669811;119;https://twitter.com/twitter/status/1422902135503474692
04/08/2022 20:16:55;512613427;DangeRussWilson;1422896800453648392;04/08/2021 12:26:48;en;“No, in all these things we are more than conquerors through him who loved us.” Romans 8:37 NIV;op;2474;8;17;283;12211;5669811;119;https://twitter.com/twitter/status/1422896800453648392
04/08/2022 20:16:55;512613427;DangeRussWilson;1422769448579072005;04/08/2021 04:00:44;en;Happy 13th Bday! 🙏🏾❤️🏈❤️ https://t.co/qG9cMMC2yc;quoted;3331;10;52;108;12211;5669811;119;https://twitter.com/twitter/status/1422769448579072005
04/08/2022 20:16:55;512613427;DangeRussWilson;1422768901176250373;04/08/2021 03:58:34;en;RT @Thinkbig_gofar: It’s open!! Head to our website https://t.co/8zWrPnxhxU and click on the tab “Limitless Minds XP” to find out more. We…;retweeted;0;0;0;3;12211;5669811;119;https://twitter.com/twitter/status/1422768901176250373
04/08/2022 20:16:55;512613427;DangeRussWilson;1422733271520010242;04/08/2021 01:36:59;en;Do. Or Do Not. There is no try. -Yoda https://t.co/a9cgfYBYwk;op;6944;49;84;476;12211;5669811;119;https://twitter.com/twitter/status/1422733271520010242
04/08/2022 20:16:55;512613427;DangeRussWilson;1422699563148668931;03/08/2021 23:23:02;en;Abby &amp  Toon!!!! Gotta love it when the band starts playin!  @UWBadgers @BadgerFootball https://t.co/F8EyJ1RPV8;quoted;1069;2;13;53;12211;5669811;119;https://twitter.com/twitter/status/1422699563148668931
04/08/2022 20:16:55;512613427;DangeRussWilson;1422698213132234758;03/08/2021 23:17:41;en;RT @Seahawks: We could watch @DangeRussWilson ⏩ @TDLockett12 all day 😍  #SeahawksCamp x @Safeway https://t.co/Yg8BbFqxg0;retweeted;0;0;0;90;12211;5669811;119;https://twitter.com/twitter/status/1422698213132234758
04/08/2022 20:16:55;512613427;DangeRussWilson;1422642159027580934;03/08/2021 19:34:56;und;🌚🌚🌚 🏈 @TDLockett12 🏃🏾‍♂️@Seahawks https://t.co/yEPALTWAPP;quoted;4737;27;35;319;12211;5669811;119;https://twitter.com/twitter/status/1422642159027580934
04/08/2022 20:16:55;512613427;DangeRussWilson;1422370876666703874;03/08/2021 01:36:58;en;RT @Seahawks: He’s got it all ⚡️   @dangerusswilson is an X-Factor QB in #Madden22! https://t.co/50FADrm0sS;retweeted;0;0;0;156;12211;5669811;119;https://twitter.com/twitter/status/1422370876666703874
04/08/2022 20:16:55;512613427;DangeRussWilson;1422163409647280131;02/08/2021 11:52:34;en;“Jesus is the same yesterday and today and forever.” Hebrews 13:8 NIV #BVD;op;8436;21;112;1019;12211;5669811;119;https://twitter.com/twitter/status/1422163409647280131
04/08/2022 20:16:55;512613427;DangeRussWilson;1421962113992388611;01/08/2021 22:32:41;en;Can anyone tell me where I get good custom Paddle Boards from!? 😂🤣😂🏄🏾‍♂️;op;2096;8;218;57;12211;5669811;119;https://twitter.com/twitter/status/1421962113992388611
04/08/2022 20:16:55;512613427;DangeRussWilson;1421655465008656394;01/08/2021 02:14:10;en;RT @Seahawks: .@DangeRussWilson and Win were too cute after today s #SeahawksCamp practice. 😍😍😍 https://t.co/OHPeVpc5wb;retweeted;0;0;0;170;12211;5669811;119;https://twitter.com/twitter/status/1421655465008656394
04/08/2022 20:16:55;512613427;DangeRussWilson;1421527817880182784;31/07/2021 17:46:57;en;This is so cool! Congrats Melissa! Congrats David! 💪🏾 https://t.co/pDno8wnfoe;quoted;5259;8;21;224;12211;5669811;119;https://twitter.com/twitter/status/1421527817880182784
04/08/2022 20:16:55;512613427;DangeRussWilson;1421488322631716867;31/07/2021 15:10:00;en;Talk that talk Win! #GameFace @Ciara https://t.co/BZb6CKVL73;op;4175;75;88;270;12211;5669811;119;https://twitter.com/twitter/status/1421488322631716867
04/08/2022 20:16:55;512613427;DangeRussWilson;1421444085605224451;31/07/2021 12:14:13;en;Jesus, I Praise YOU!!!;op;18488;82;181;2605;12211;5669811;119;https://twitter.com/twitter/status/1421444085605224451
04/08/2022 20:16:58;512613427;DangeRussWilson;1426351943480332294;14/08/2021 01:16:18;en;SOOOUUUUNNNDDDDERRRSSS!!! @SoundersFC @Ciara #Family https://t.co/6Ai70DEguP;quoted;1029;1;18;42;12211;5669811;119;https://twitter.com/twitter/status/1426351943480332294
04/08/2022 20:16:58;512613427;DangeRussWilson;1426185285264580613;13/08/2021 14:14:03;en;You are Unique!!!;op;3809;24;86;400;12211;5669811;119;https://twitter.com/twitter/status/1426185285264580613
04/08/2022 20:16:58;512613427;DangeRussWilson;1425153884100591624;10/08/2021 17:55:38;en;“Grace” we all need it.   “For it is by grace you have been saved, through faith—and this is not from yourselves, it is the gift of God—” Ephesians 2:8 NIV #grace https://t.co/fNe51LyWbX;op;3773;43;123;516;12211;5669811;119;https://twitter.com/twitter/status/1425153884100591624
04/08/2022 20:16:58;512613427;DangeRussWilson;1424925644689874947;10/08/2021 02:48:42;en;Grateful for the opportunity! 🙏🏾🙏🏾🙏🏾 #GoHawks https://t.co/HYEabS0mOc;quoted;3462;15;49;200;12211;5669811;119;https://twitter.com/twitter/status/1424925644689874947
04/08/2022 20:16:58;512613427;DangeRussWilson;1424913814311489538;10/08/2021 02:01:41;en;Congrats @johnmarkrodgers &amp  to all the awesome kids you coach on reaching the #LLWS https://t.co/OHk5mjIlqq;quoted;405;5;6;38;12211;5669811;119;https://twitter.com/twitter/status/1424913814311489538
04/08/2022 20:16:58;512613427;DangeRussWilson;1424514070150066178;08/08/2021 23:33:15;en;12s!!!!! We Back!!! Great balling in front of y’all today! #GoHawks  @Seahawks;op;3272;13;49;175;12211;5669811;119;https://twitter.com/twitter/status/1424514070150066178
04/08/2022 20:16:58;512613427;DangeRussWilson;1424509059047198730;08/08/2021 23:13:20;en;RT @Seahawks: One step closer. 📈  More #SeahawksCamp Mock Game 📸 s: https://t.co/ahB15FPkNW https://t.co/vmWKwSEHC7;retweeted;0;0;0;62;12211;5669811;119;https://twitter.com/twitter/status/1424509059047198730
04/08/2022 20:16:58;512613427;DangeRussWilson;1424425358137327619;08/08/2021 17:40:44;en;Year 10. Here we go! Good to be back! #LumenField   📸: @rodmarphoto  Fit: @GoodManBrand https://t.co/syFRYPFuu5;op;3808;35;51;231;12211;5669811;119;https://twitter.com/twitter/status/1424425358137327619
04/08/2022 20:16:58;512613427;DangeRussWilson;1424399894022819846;08/08/2021 15:59:33;en;He’s the God of Miracles!!!;op;9365;46;108;1253;12211;5669811;119;https://twitter.com/twitter/status/1424399894022819846
04/08/2022 20:17:01;512613427;DangeRussWilson;1428874860420235265;21/08/2021 00:21:28;en;Fall 21 @GoodManBrand Collection. My Travel fits for Games about to be 🔥🔥🔥 https://t.co/YAEGHb4Vea;op;307;1;11;26;12211;5669811;119;https://twitter.com/twitter/status/1428874860420235265
04/08/2022 20:17:01;512613427;DangeRussWilson;1428521545467535362;20/08/2021 00:57:31;en;OUT NOW🔥 @usnikefootball Youth Cleat.   https://t.co/g8VthsdWQf https://t.co/mb9gbgeW3O;op;593;28;24;41;12211;5669811;119;https://twitter.com/twitter/status/1428521545467535362
04/08/2022 20:17:01;512613427;DangeRussWilson;1428420720334311426;19/08/2021 18:16:53;en;.@3BRAND represents everyone out there who has a dream.  So excited for this🙏🏾🙏🏾🙏🏾 https://t.co/CAs6AQSOD8;quoted;505;0;22;50;12211;5669811;119;https://twitter.com/twitter/status/1428420720334311426
04/08/2022 20:17:01;512613427;DangeRussWilson;1428333965081939970;19/08/2021 12:32:09;en;“Trust in the Lord with all your heart and lean not on your own understanding ” Proverbs 3:5 NIV;op;15564;66;176;2792;12211;5669811;119;https://twitter.com/twitter/status/1428333965081939970
04/08/2022 20:17:01;512613427;DangeRussWilson;1428134976772468737;18/08/2021 23:21:26;en;RT @ciara: Sweet Love ❤️ https://t.co/RMndTzQPdw;retweeted;0;0;0;4141;12211;5669811;119;https://twitter.com/twitter/status/1428134976772468737
04/08/2022 20:17:01;512613427;DangeRussWilson;1428020746761035788;18/08/2021 15:47:32;zxx;RT @3BRAND: https://t.co/Vg8KjlnNkB;retweeted;0;0;0;26;12211;5669811;119;https://twitter.com/twitter/status/1428020746761035788
04/08/2022 20:17:01;512613427;DangeRussWilson;1427774001355526148;17/08/2021 23:27:03;en;Best in the World!!! 🐐🐐🐐 Congrats bro! Deserving 33! God is Faithful! @Prez https://t.co/uHiZRm1iQ0;op;8579;28;57;500;12211;5669811;119;https://twitter.com/twitter/status/1427774001355526148
04/08/2022 20:17:01;512613427;DangeRussWilson;1427724058439737347;17/08/2021 20:08:36;en;@BlitzTheSeahawk @Seahawks @PhatScoot 🙏🏾so good @BlitzTheSeahawk;replied_to;57;0;0;1;12211;5669811;119;https://twitter.com/twitter/status/1427724058439737347
04/08/2022 20:17:01;512613427;DangeRussWilson;1427682918281867265;17/08/2021 17:25:07;en;COMING SOON ⏳  @3BRAND x @LIDS https://t.co/rb5WvBSgl8;quoted;517;2;14;36;12211;5669811;119;https://twitter.com/twitter/status/1427682918281867265
04/08/2022 20:17:01;512613427;DangeRussWilson;1427631456743043077;17/08/2021 14:00:38;en;“Peace of God.” Phil 4:7 https://t.co/GegBtFff3w;op;4994;66;142;699;12211;5669811;119;https://twitter.com/twitter/status/1427631456743043077
04/08/2022 20:17:01;512613427;DangeRussWilson;1427444425450430486;17/08/2021 01:37:26;en;Can I guess!!!? 🙋🏽‍♂️🤣🙌🏾❤️💪🏾 @ciara https://t.co/SUUwuYKoGm;quoted;1251;8;59;58;12211;5669811;119;https://twitter.com/twitter/status/1427444425450430486
04/08/2022 20:17:01;512613427;DangeRussWilson;1427292343737085953;16/08/2021 15:33:07;en;I’m really excited about this one! @yougotmojo is now LIVE with flag football in partnership with @NFLFLAG! I really wish I’d had this for football when I was young… can’t wait to use it with my kids! Download the app here: https://t.co/hetFxD7sw3  #YouGotMOJO #MOJOxNFLFLAG https://t.co/blaKCFMOED;op;488;6;11;38;12211;5669811;119;https://twitter.com/twitter/status/1427292343737085953
04/08/2022 20:17:01;512613427;DangeRussWilson;1427118384215248898;16/08/2021 04:01:52;en;Sounders!!!!!!! @SoundersFC let’s go!!!;op;1843;2;25;70;12211;5669811;119;https://twitter.com/twitter/status/1427118384215248898
04/08/2022 20:17:01;512613427;DangeRussWilson;1427069031303942147;16/08/2021 00:45:45;en;#NFLTop100 🙏🏾🙏🏾🙏🏾   @qdiggs6 #77 @TDLockett12 #76 @KJ_WRIGHT34 #67  Winning is a habit. Let’s gooooo.;op;4190;15;52;204;12211;5669811;119;https://twitter.com/twitter/status/1427069031303942147
04/08/2022 20:17:01;512613427;DangeRussWilson;1426954492138848257;15/08/2021 17:10:37;en;JESUS IS HOLY!!!;op;14659;50;223;1475;12211;5669811;119;https://twitter.com/twitter/status/1426954492138848257
04/08/2022 20:17:01;512613427;DangeRussWilson;1426664170917826563;14/08/2021 21:56:59;en;Here We Go.  📸 @rodmarphoto @Seahawks  👔 @TOMFORD https://t.co/nz7uF3hp6T;op;2347;16;44;142;12211;5669811;119;https://twitter.com/twitter/status/1426664170917826563
04/08/2022 20:17:01;512613427;DangeRussWilson;1426613869917528066;14/08/2021 18:37:06;en;ALWAYS ON. https://t.co/itKOUF13Be;op;6443;111;142;333;12211;5669811;119;https://twitter.com/twitter/status/1426613869917528066
04/08/2022 20:17:04;512613427;DangeRussWilson;1430983006253060102;26/08/2021 19:58:29;en;LOVE IS THE ANSWER!!!   Love you Baby @Ciara  @LITAbyCiara is finally here! https://t.co/xNwVIBd1Od;op;3936;177;98;352;12211;5669811;119;https://twitter.com/twitter/status/1430983006253060102
04/08/2022 20:17:04;512613427;DangeRussWilson;1430948310269894657;26/08/2021 17:40:37;en;So proud of you baby!!! @LITAbyCiara is here!!!   https://t.co/4Wf9CS6pjI https://t.co/BJfBPeqzNx;quoted;497;1;12;52;12211;5669811;119;https://twitter.com/twitter/status/1430948310269894657
04/08/2022 20:17:04;512613427;DangeRussWilson;1430501112147177481;25/08/2021 12:03:37;en;JOY comes in the morning!;op;6745;52;103;744;12211;5669811;119;https://twitter.com/twitter/status/1430501112147177481
04/08/2022 20:17:04;512613427;DangeRussWilson;1430360734093832198;25/08/2021 02:45:48;und;.@WhyNotYouFdn 🙏🏾🙏🏾🙏🏾 https://t.co/DAz2Ww03Za;quoted;448;2;12;36;12211;5669811;119;https://twitter.com/twitter/status/1430360734093832198
04/08/2022 20:17:04;512613427;DangeRussWilson;1430302425177415680;24/08/2021 22:54:06;en;LUUUUKKKKKKEEEEE!!!! https://t.co/qUGdyMhtKB;quoted;4878;12;51;192;12211;5669811;119;https://twitter.com/twitter/status/1430302425177415680
04/08/2022 20:17:04;512613427;DangeRussWilson;1430154371866664968;24/08/2021 13:05:47;en;JESUS! You just want US! 🙏🏾🙏🏾🙏🏾;op;7777;14;75;646;12211;5669811;119;https://twitter.com/twitter/status/1430154371866664968
04/08/2022 20:17:04;512613427;DangeRussWilson;1429832286506078209;23/08/2021 15:45:56;en;Forever Legend.  Miss you Kobe.  Happy Birthday Mamba. 💜💛🐍 #8 #24 https://t.co/8oqbRdZ8E7;op;11777;32;46;1383;12211;5669811;119;https://twitter.com/twitter/status/1429832286506078209
04/08/2022 20:17:04;512613427;DangeRussWilson;1429614567210979330;23/08/2021 01:20:48;en;Proud of you guys. Proud to call you my teammates.  @Prez #31 @Bwagz #25 @dkm14 #22  Let’s get it done 😤   #NFLTop100;replied_to;1436;2;19;63;12211;5669811;119;https://twitter.com/twitter/status/1429614567210979330
04/08/2022 20:17:04;512613427;DangeRussWilson;1429470032011034633;22/08/2021 15:46:28;en;Felt good to be back. 🙏🏾🙏🏾🙏🏾 https://t.co/s1kQ20cEFG;op;5938;17;33;255;12211;5669811;119;https://twitter.com/twitter/status/1429470032011034633
04/08/2022 20:17:04;512613427;DangeRussWilson;1429215080973889536;21/08/2021 22:53:23;en;Go Hawks!!!;op;5171;22;101;403;12211;5669811;119;https://twitter.com/twitter/status/1429215080973889536
04/08/2022 20:17:04;512613427;DangeRussWilson;1429125925761810439;21/08/2021 16:59:07;fr;Dame D.O.L.L.A 💪🏾🔥🔥🔥 Salute! @Dame_Lillard;op;5478;7;28;248;12211;5669811;119;https://twitter.com/twitter/status/1429125925761810439
04/08/2022 20:17:08;512613427;DangeRussWilson;1434238212176703488;04/09/2021 19:33:31;en;What a catch!!! #Davis;op;876;5;19;32;12211;5669811;119;https://twitter.com/twitter/status/1434238212176703488
04/08/2022 20:17:08;512613427;DangeRussWilson;1434232002245378048;04/09/2021 19:08:50;en;Best Tradition in College Football! “JUMP AROUND” @BadgerFootball 🏈 https://t.co/RwdQNn55cl;op;3943;34;91;304;12211;5669811;119;https://twitter.com/twitter/status/1434232002245378048
04/08/2022 20:17:08;512613427;DangeRussWilson;1434221841413935104;04/09/2021 18:28:28;en;Gus Johnson giving me chills… memories of the past @UWBadgers @BadgerFootball 🏈🏈🏈 #Big10Champs #OnWisconsin;op;1383;13;33;120;12211;5669811;119;https://twitter.com/twitter/status/1434221841413935104
04/08/2022 20:17:08;512613427;DangeRussWilson;1433847903953448960;03/09/2021 17:42:34;en;I’m grateful for the ability to built brands we love together. @ciara   This fragrance embodies so much of our love and the power of togetherness. We’ve got big plans for R&amp C Fragrance. Keep watching this space. 🖤 https://t.co/EQU1hwguQB;op;3028;33;47;201;12211;5669811;119;https://twitter.com/twitter/status/1433847903953448960
04/08/2022 20:17:08;512613427;DangeRussWilson;1433520535330164766;02/09/2021 20:01:43;en;Going to miss you in the Blue &amp  Green @KJ_WRIGHT34 All Time Great @Seahawks &amp  All Time Great Man.  #BestIsAhead;op;5967;33;72;398;12211;5669811;119;https://twitter.com/twitter/status/1433520535330164766
04/08/2022 20:17:08;512613427;DangeRussWilson;1433272294890115078;02/09/2021 03:35:18;en;Today was the 1st day of school at @wnyacademy… A day we’ve always been waiting for!!!! The opportunity to build and develop a school. What a blessing 🙏🏾 @ciara https://t.co/wuQQVCGB0e;op;2018;10;33;144;12211;5669811;119;https://twitter.com/twitter/status/1433272294890115078
04/08/2022 20:17:08;512613427;DangeRussWilson;1433245165821444096;02/09/2021 01:47:30;en;RT @LearningLots: Seahawks quarterback, and one of Brie s all-time heros, @DangeRussWilson, is here to talk with us about pressure! Russell…;retweeted;0;0;0;27;12211;5669811;119;https://twitter.com/twitter/status/1433245165821444096
04/08/2022 20:17:08;512613427;DangeRussWilson;1433157916605964289;01/09/2021 20:00:48;en;Fun First Day of School 🤣🙏🏾💪🏾 #OnWisconsin https://t.co/jgQbMnpWoa;quoted;2566;10;29;129;12211;5669811;119;https://twitter.com/twitter/status/1433157916605964289
04/08/2022 20:17:08;512613427;DangeRussWilson;1433110561617690628;01/09/2021 16:52:38;en;RT @TroyVincentSr: A11) Love their uniqueness, energy, boldness &amp  courage as they reimagine what today’s swagger looks like.  Also how they…;retweeted;0;0;0;22;12211;5669811;119;https://twitter.com/twitter/status/1433110561617690628
04/08/2022 20:17:08;512613427;DangeRussWilson;1432904386137579529;01/09/2021 03:13:22;en;Year 10!!! God YOU are Faithful!  #GratefulHeart;op;7257;17;87;335;12211;5669811;119;https://twitter.com/twitter/status/1432904386137579529
04/08/2022 20:17:08;512613427;DangeRussWilson;1432738241434636296;31/08/2021 16:13:10;en;Ok so listen, I was on set and overheard the @moleculesleep team talking about one of the year’s biggest sales, didn’t want you guys to miss out…   Check it out and let me know what you get in the comments👇🏾 #TeamMOLECULE   🔗 https://t.co/qxvdT09eZe https://t.co/xJERoKjDdI;op;283;2;17;20;12211;5669811;119;https://twitter.com/twitter/status/1432738241434636296
04/08/2022 20:17:08;512613427;DangeRussWilson;1432387904181997573;30/08/2021 17:01:03;en;You &amp  Me.   @LITAbyCiara &amp  @GoodManBrand   Welcome #LITAbyCiara to @thehouseoflrc https://t.co/0F0BcWhl0i;op;2466;20;47;190;12211;5669811;119;https://twitter.com/twitter/status/1432387904181997573
04/08/2022 20:17:08;512613427;DangeRussWilson;1431991613429993474;29/08/2021 14:46:20;en;Ambitious. https://t.co/Yvn8bwaaHd;op;5489;36;48;267;12211;5669811;119;https://twitter.com/twitter/status/1431991613429993474
04/08/2022 20:17:11;512613427;DangeRussWilson;1436732941296488449;11/09/2021 16:46:41;en;20 Years. To the heroes we lost on 9/11, and to their families and loved ones, we remember and we honor you. Thank you for your courage that and every day after. https://t.co/XReYPUp4jZ;op;6463;15;26;550;12211;5669811;119;https://twitter.com/twitter/status/1436732941296488449
04/08/2022 20:17:11;512613427;DangeRussWilson;1436451426859769862;10/09/2021 22:08:02;und;@AlaskaAir 🤩;replied_to;27;1;5;0;12211;5669811;119;https://twitter.com/twitter/status/1436451426859769862
04/08/2022 20:17:11;512613427;DangeRussWilson;1436451392672043008;10/09/2021 22:07:54;en;Flight 3️⃣ is ready for takeoff!!! ✈️   “Come Fly With Me” to every away game this season on @AlaskaAir. Bring your “Love, Respect, &amp  Care” at 35,000 feet.  #iFlyAlaska 🙏🏾 https://t.co/rkY25aMP41;op;928;19;32;84;12211;5669811;119;https://twitter.com/twitter/status/1436451392672043008
04/08/2022 20:17:11;512613427;DangeRussWilson;1436364594956550156;10/09/2021 16:23:00;en;FLIGHT #3!!!!!  Let’s goooo. I love you guys @AlaskaAir https://t.co/qDusrc1dAq;quoted;1352;8;35;89;12211;5669811;119;https://twitter.com/twitter/status/1436364594956550156
04/08/2022 20:17:11;512613427;DangeRussWilson;1435349105518071811;07/09/2021 21:07:48;en;Priority Boarding 🙏🏾 @AlaskaAir https://t.co/tbOnK16U4Q;quoted;617;4;16;41;12211;5669811;119;https://twitter.com/twitter/status/1435349105518071811
04/08/2022 20:17:11;512613427;DangeRussWilson;1435297028146298882;07/09/2021 17:40:52;en;Week 1 Vibes! Work day! https://t.co/W8vNcbRVkq;op;3192;12;59;163;12211;5669811;119;https://twitter.com/twitter/status/1435297028146298882
04/08/2022 20:17:14;512613427;DangeRussWilson;1439256671944003590;18/09/2021 15:55:05;en;Clarity.;op;2613;13;56;256;12211;5669811;119;https://twitter.com/twitter/status/1439256671944003590
04/08/2022 20:17:14;512613427;DangeRussWilson;1438896275559264260;17/09/2021 16:03:00;en;Even though it hurts… I’m gunna stay Neutral… Till we meet again my friend…  Heaven just got better.   I love you Trev.  “The Best is Ahead” -TM https://t.co/PRPYXjya81;op;4093;36;115;366;12211;5669811;119;https://twitter.com/twitter/status/1438896275559264260
04/08/2022 20:17:14;512613427;DangeRussWilson;1438476262427684876;16/09/2021 12:14:01;en;My heart is heavy today… I will forever miss you @TrevorMoawad https://t.co/tjxdWrSPTf;quoted;3246;40;194;233;12211;5669811;119;https://twitter.com/twitter/status/1438476262427684876
04/08/2022 20:17:14;512613427;DangeRussWilson;1438006955079991297;15/09/2021 05:09:09;en;SOOOUNDEEERSSSS!!! @SoundersFC https://t.co/NncNSPP2sl;quoted;2022;4;20;97;12211;5669811;119;https://twitter.com/twitter/status/1438006955079991297
04/08/2022 20:17:14;512613427;DangeRussWilson;1437926054950158337;14/09/2021 23:47:41;en;Thanks @RichEisen!!! Peyton &amp  Eli are class acts! Blast to talk 🏈 on MNF #ManningCast #NowTimeToGoGetMyRingBack 🤨 https://t.co/xSdGrG0z1m;quoted;980;2;14;44;12211;5669811;119;https://twitter.com/twitter/status/1437926054950158337
04/08/2022 20:17:14;512613427;DangeRussWilson;1437776271354863626;14/09/2021 13:52:30;en;Heaven Sent. @Ciara #MetGala https://t.co/zJoBhpDpN4;quoted;11183;37;108;617;12211;5669811;119;https://twitter.com/twitter/status/1437776271354863626
04/08/2022 20:17:14;512613427;DangeRussWilson;1437773593782329344;14/09/2021 13:41:51;en;Had a blast talking ball with the Sheriff &amp  Easy E on Monday Night Football  #ManningsAndaWilson https://t.co/b3fni0HxJI;quoted;5578;14;67;152;12211;5669811;119;https://twitter.com/twitter/status/1437773593782329344
04/08/2022 20:17:14;512613427;DangeRussWilson;1437574131365543937;14/09/2021 00:29:16;en;One Goal. https://t.co/1cPBO0x7dr;op;10050;45;76;536;12211;5669811;119;https://twitter.com/twitter/status/1437574131365543937
04/08/2022 20:17:14;512613427;DangeRussWilson;1437443016482963456;13/09/2021 15:48:16;en;New Beginnings. Year 10. https://t.co/dBsh2GrHyl;op;4379;33;57;392;12211;5669811;119;https://twitter.com/twitter/status/1437443016482963456
04/08/2022 20:17:14;512613427;DangeRussWilson;1437220882032648192;13/09/2021 01:05:35;en;Yes… what she does best… 😘😍🔥 @Ciara https://t.co/r70EY6bawd;quoted;6289;23;58;419;12211;5669811;119;https://twitter.com/twitter/status/1437220882032648192
04/08/2022 20:17:14;512613427;DangeRussWilson;1437216011011428354;13/09/2021 00:46:13;en;FAMILY LOVE!!! ❤️ https://t.co/0yEXH99jyk;quoted;10699;9;65;328;12211;5669811;119;https://twitter.com/twitter/status/1437216011011428354
04/08/2022 20:17:14;512613427;DangeRussWilson;1437154608405626882;12/09/2021 20:42:14;und;1-0. #GoHawks https://t.co/F5nZzQ3OZ0;op;11570;120;140;1189;12211;5669811;119;https://twitter.com/twitter/status/1437154608405626882
04/08/2022 20:17:14;512613427;DangeRussWilson;1437004863443976202;12/09/2021 10:47:12;en;Today is the day that the Lord has made!  I will REJOICE AND BE GLAD IN IT!!!  ALL for HIS Glory! #JesusReigns;op;12021;66;190;1138;12211;5669811;119;https://twitter.com/twitter/status/1437004863443976202
04/08/2022 20:17:17;512613427;DangeRussWilson;1441936694492610560;26/09/2021 01:24:32;en;“I’ll do anything for you…”   Love, Daddy  #NationalDaughtersDay https://t.co/NEso6kmM1L;op;6147;25;98;260;12211;5669811;119;https://twitter.com/twitter/status/1441936694492610560
04/08/2022 20:17:17;512613427;DangeRussWilson;1441876820471664640;25/09/2021 21:26:37;en;When you realize ur cones have been missing… they say “Row the Boat”…   I say “Take the Cones!”  #OnWisconsin   @UWBadgers vs. @UMNews  #RivalryfortheAxe https://t.co/oY5KyxK6e7;op;1158;27;35;52;12211;5669811;119;https://twitter.com/twitter/status/1441876820471664640
04/08/2022 20:17:17;512613427;DangeRussWilson;1441560010169851914;25/09/2021 00:27:43;en;Joe Cool… The Comeback Kid… I wore 16 in college bc of you! Rockin’ 3 now like ur college days!   Winning numbers! 😎🏈 @JoeMontana https://t.co/z2vSvHC3mV;quoted;12933;38;94;658;12211;5669811;119;https://twitter.com/twitter/status/1441560010169851914
04/08/2022 20:17:17;512613427;DangeRussWilson;1441553975958904833;25/09/2021 00:03:45;en;On the road again… https://t.co/KmYRwOWbED;op;2177;8;46;130;12211;5669811;119;https://twitter.com/twitter/status/1441553975958904833
04/08/2022 20:17:17;512613427;DangeRussWilson;1441474124551913477;24/09/2021 18:46:27;en;RT @WhyNotYouFdn: The Why Not You Foundation is going gold today with @seattlechildren to raise money and awareness for cancer research. In…;retweeted;0;0;0;39;12211;5669811;119;https://twitter.com/twitter/status/1441474124551913477
04/08/2022 20:17:17;512613427;DangeRussWilson;1441053436426866698;23/09/2021 14:54:47;en;This one’s for you 12s! #GoHawks 🙏🏾  @LIDS x @3BRAND https://t.co/v5nwWIurHR https://t.co/B4hM2pEjoI;quoted;385;3;18;40;12211;5669811;119;https://twitter.com/twitter/status/1441053436426866698
04/08/2022 20:17:17;512613427;DangeRussWilson;1441018375279243265;23/09/2021 12:35:28;en;More Jesus.  Less me.;op;38516;380;557;6057;12211;5669811;119;https://twitter.com/twitter/status/1441018375279243265
04/08/2022 20:17:17;512613427;DangeRussWilson;1440867423138156550;23/09/2021 02:35:38;en;SOOOUUUUUUNNNNDDDEERRSSS  💚💙💚💙💚💙 ⚽️⚽️⚽️  @SoundersFC;op;1687;4;27;54;12211;5669811;119;https://twitter.com/twitter/status/1440867423138156550
04/08/2022 20:17:17;512613427;DangeRussWilson;1440845151480397831;23/09/2021 01:07:08;en;Got a new challenge for you guys... the @AerobieOfficial #SonicFinChallenge! Post your best, longest, most outrageous throw to TikTok OR Instagram, and you could win some cool prizes including the chance to meet me.   Details: https://t.co/iHxsP5FFL0  #Sponsored #SonicFinFootball https://t.co/SSe43ezRjK;op;266;3;12;35;12211;5669811;119;https://twitter.com/twitter/status/1440845151480397831
