retrieved;author_id;username;id;created_at(utc);lang;tweet;type;likes;quotes;replies;retweets;tweetcount;followers;following;url
04/08/2022 20:17:42;512613427;DangeRussWilson;1460807115606355971;17/11/2021 03:08:51;en;RT @WhyNotYouProd: We re excited to Executive Produce and partner with @STXfilms and @game1official on @NationalChamps.   Check out the off…;retweeted;0;0;0;20;12211;5669811;119;https://twitter.com/twitter/status/1460807115606355971
04/08/2022 20:17:42;512613427;DangeRussWilson;1460789569788387328;17/11/2021 01:59:08;en;Nothing better. Nothing more important. ❤️❤️❤️ @Ciara https://t.co/s96iqv3hB7;op;9403;12;88;263;12211;5669811;119;https://twitter.com/twitter/status/1460789569788387328
04/08/2022 20:17:42;512613427;DangeRussWilson;1460654798085128197;16/11/2021 17:03:36;en;Let’s goooooo. @NationalChamps @STXfilms @WhyNotYouProd   #NationalChampionsMovie https://t.co/7fl437VDO1;quoted;170;3;3;14;12211;5669811;119;https://twitter.com/twitter/status/1460654798085128197
04/08/2022 20:17:42;512613427;DangeRussWilson;1460654540076716038;16/11/2021 17:02:34;en;RT @DEADLINE: ‘National Champions’: Watch Trailer For Football Drama Exec’d By Russell Wilson https://t.co/iSrgEalnKu;retweeted;0;0;0;37;12211;5669811;119;https://twitter.com/twitter/status/1460654540076716038
04/08/2022 20:17:42;512613427;DangeRussWilson;1460654358530428935;16/11/2021 17:01:51;en;This is bigger than any game… #NationalChampionsMovie. Theaters only. Coming December 10th.   Grateful to be a part of this one 🙏🏾 https://t.co/ODLE26BKEO;quoted;368;8;15;46;12211;5669811;119;https://twitter.com/twitter/status/1460654358530428935
04/08/2022 20:17:42;512613427;DangeRussWilson;1460471625124438016;16/11/2021 04:55:44;en;Better Days Ahead. https://t.co/9u8ni0KUO5;op;10725;56;283;425;12211;5669811;119;https://twitter.com/twitter/status/1460471625124438016
04/08/2022 20:17:45;512613427;DangeRussWilson;1465437191665065992;29/11/2021 21:47:07;en;FOR YOUR GLORY JESUS!!!;op;10719;185;362;928;12211;5669811;119;https://twitter.com/twitter/status/1465437191665065992
04/08/2022 20:17:45;512613427;DangeRussWilson;1465374877423124490;29/11/2021 17:39:30;en;You make everyday feel like it’s my birthday. I love you my Queen. 🖤🖤🖤 https://t.co/2BdciEUpKl;quoted;3616;32;133;224;12211;5669811;119;https://twitter.com/twitter/status/1465374877423124490
04/08/2022 20:17:45;512613427;DangeRussWilson;1464741322288369665;27/11/2021 23:41:59;en;FOR HIS GLORY!  “Consider it pure joy, my brothers and sisters, whenever you face trials of many kinds, because you know that the testing of your faith produces perseverance.” James 1:2-3 https://t.co/lrey0lz57J;op;6822;36;150;515;12211;5669811;119;https://twitter.com/twitter/status/1464741322288369665
04/08/2022 20:17:45;512613427;DangeRussWilson;1463961451547160576;25/11/2021 20:03:03;en;Thanksgiving Ball with my guy! Thankful! #WilsonFamilyTradition  ⚾️🏟 @Ciara https://t.co/u4tXyu6BUR;op;7870;64;144;385;12211;5669811;119;https://twitter.com/twitter/status/1463961451547160576
04/08/2022 20:17:45;512613427;DangeRussWilson;1463682398583812099;25/11/2021 01:34:12;en;Nothing is Impossible. https://t.co/9pZUADtl9M;op;10526;125;416;526;12211;5669811;119;https://twitter.com/twitter/status/1463682398583812099
04/08/2022 20:17:45;512613427;DangeRussWilson;1463345257437794312;24/11/2021 03:14:31;en;Go Sounders!!!!  Let’s go Seattle!!!  @SoundersFC;op;2274;12;54;89;12211;5669811;119;https://twitter.com/twitter/status/1463345257437794312
04/08/2022 20:17:48;512613427;DangeRussWilson;1468025040092340227;07/12/2021 01:10:18;en;RT @Seahawks: How it started ➡️ How it s going  #ProBowlVote @DangeRussWilson @AdrianPeterson https://t.co/aTZUcuKzph;retweeted;0;0;0;288;12211;5669811;119;https://twitter.com/twitter/status/1468025040092340227
04/08/2022 20:17:48;512613427;DangeRussWilson;1467922216335544321;06/12/2021 18:21:43;en;Heard the link wasn t working for some of you guys... try this one instead: https://t.co/HxSHVLd9EN   Let s do this! #MyCauseMyCleats;replied_to;81;0;5;13;12211;5669811;119;https://twitter.com/twitter/status/1467922216335544321
04/08/2022 20:17:48;512613427;DangeRussWilson;1467691918494629889;06/12/2021 03:06:36;en;Huge Team Win for us @Seahawks! Not to mention @AdrianPeterson tying Jim Brown’s all time rushing TD record! Blessed to play with you! Congrats! Go Hawks! https://t.co/454dkaeM6L;op;10100;38;140;542;12211;5669811;119;https://twitter.com/twitter/status/1467691918494629889
04/08/2022 20:17:48;512613427;DangeRussWilson;1467214838828961794;04/12/2021 19:30:51;en;Special one this year 🙏🏾. I’m proud to honor the students at @wnyacademy with my cleats this Sunday. Will be auctioning these off, along with a custom @3BRAND hat and a @WilsonFootball… proceeds will go to the school: https://t.co/jyRHXkutbC   #MyCauseMyCleats @WhyNotYouFdn https://t.co/c4Uke76mJM;op;715;5;13;76;12211;5669811;119;https://twitter.com/twitter/status/1467214838828961794
04/08/2022 20:17:48;512613427;DangeRussWilson;1467172024015409155;04/12/2021 16:40:43;en;Make Hope a Habit.;op;5178;46;144;620;12211;5669811;119;https://twitter.com/twitter/status/1467172024015409155
04/08/2022 20:17:48;512613427;DangeRussWilson;1466783095705665536;03/12/2021 14:55:16;qst;JOY!;op;2749;43;123;165;12211;5669811;119;https://twitter.com/twitter/status/1466783095705665536
04/08/2022 20:17:48;512613427;DangeRussWilson;1466409274410618884;02/12/2021 14:09:50;en;GRATEFUL HEART!  New Day! New Opportunity!;op;4398;24;122;472;12211;5669811;119;https://twitter.com/twitter/status/1466409274410618884
04/08/2022 20:17:48;512613427;DangeRussWilson;1465911449889361924;01/12/2021 05:11:39;en;WORSHIP in the midst of the storm…🙌🏾 The breakthrough is coming!;op;12153;125;371;1448;12211;5669811;119;https://twitter.com/twitter/status/1465911449889361924
04/08/2022 20:17:48;512613427;DangeRussWilson;1465818003405033473;30/11/2021 23:00:20;en;In this Together. 🙏🏾 https://t.co/y9l38wnLuS;op;7150;76;324;301;12211;5669811;119;https://twitter.com/twitter/status/1465818003405033473
04/08/2022 20:17:51;512613427;DangeRussWilson;1470808663984017409;14/12/2021 17:31:26;en;Happy Birthday Young Legend!!! I’m so grateful for you. Just the beginning 🐐 @dkm14 https://t.co/J0vKKvqp4T;op;8303;40;86;491;12211;5669811;119;https://twitter.com/twitter/status/1470808663984017409
04/08/2022 20:17:51;512613427;DangeRussWilson;1470259703888236546;13/12/2021 05:10:04;en;RT @Seahawks: Have you done your part to help send the Seahawks to the Pro Bowl this weekend? It s not too late!  Every RT = 1️⃣ #ProBowlVo…;retweeted;0;0;0;1028;12211;5669811;119;https://twitter.com/twitter/status/1470259703888236546
04/08/2022 20:17:51;512613427;DangeRussWilson;1470251236830191619;13/12/2021 04:36:25;en;RT @NBELLORE54: Hawks Win! I’ll give you a Lock Screen… #ProBowlVote @mdcksn @JayMy_31 @Ottomatic82 @DallasDeejay @dkm14 @DangeRussWilson @…;retweeted;0;0;0;244;12211;5669811;119;https://twitter.com/twitter/status/1470251236830191619
04/08/2022 20:17:51;512613427;DangeRussWilson;1470194092982292485;13/12/2021 00:49:21;en;Grateful! More to do! https://t.co/x8tHrirNap;quoted;2436;4;45;140;12211;5669811;119;https://twitter.com/twitter/status/1470194092982292485
04/08/2022 20:17:51;512613427;DangeRussWilson;1470153178670723072;12/12/2021 22:06:46;en;Go Hawks Baby!!! https://t.co/te3HaPWfS6;op;4650;27;67;322;12211;5669811;119;https://twitter.com/twitter/status/1470153178670723072
04/08/2022 20:17:51;512613427;DangeRussWilson;1470043854380404741;12/12/2021 14:52:21;en;FOR HIS GLORY!!! 🙏🏾🙏🏾🙏🏾;op;7992;27;100;668;12211;5669811;119;https://twitter.com/twitter/status/1470043854380404741
04/08/2022 20:17:51;512613427;DangeRussWilson;1469860997536096258;12/12/2021 02:45:45;en;RT @Seahawks: Getting the lay of the land.  #GoHawks x #SEAvsHOU;retweeted;0;0;0;63;12211;5669811;119;https://twitter.com/twitter/status/1469860997536096258
04/08/2022 20:17:51;512613427;DangeRussWilson;1469461376217194496;11/12/2021 00:17:48;en;RT @Seahawks: Ladies and gentlemen...time to do some Pro Bowl voting.  Every RT = 1️⃣ #ProBowlVote  @qdiggs6 @Bwagz @DangeRussWilson @Jordy…;retweeted;0;0;0;1190;12211;5669811;119;https://twitter.com/twitter/status/1469461376217194496
04/08/2022 20:17:51;512613427;DangeRussWilson;1469352405011611649;10/12/2021 17:04:47;en;Catch @NationalChamps In theaters today!!! Grateful to be Executive Producer! https://t.co/DxZ8plPiH9;op;551;8;27;79;12211;5669811;119;https://twitter.com/twitter/status/1469352405011611649
04/08/2022 20:17:51;512613427;DangeRussWilson;1469345614601146373;10/12/2021 16:37:48;en;Blue Friday!!!;op;2368;10;79;113;12211;5669811;119;https://twitter.com/twitter/status/1469345614601146373
04/08/2022 20:17:51;512613427;DangeRussWilson;1469173803255152643;10/12/2021 05:15:05;en;Heartbroken. #RIP Young Legend. DeMaryius Thomas 🙏🏾🙏🏾🙏🏾 #88 https://t.co/JRT99jUwlx;op;82573;492;263;7971;12211;5669811;119;https://twitter.com/twitter/status/1469173803255152643
04/08/2022 20:17:51;512613427;DangeRussWilson;1469119467527438340;10/12/2021 01:39:10;en;😂😂😂  In theaters tomorrow!!! @NationalChamps https://t.co/7XK9ZizhW5;quoted;285;1;9;30;12211;5669811;119;https://twitter.com/twitter/status/1469119467527438340
04/08/2022 20:17:51;512613427;DangeRussWilson;1469113498101641216;10/12/2021 01:15:27;en;@TDLockett12 @hwkbgr Love you brother!!!! #WPMOY @TDLockett12 #TylerLockett;replied_to;341;0;5;44;12211;5669811;119;https://twitter.com/twitter/status/1469113498101641216
04/08/2022 20:17:51;512613427;DangeRussWilson;1469029142972624899;09/12/2021 19:40:15;en;RT @3BRAND: 🚨 Our 3rd drop with @lids is here!!! 🚨   Exclusive camo colorway cap designed by @DangeRussWilson. Shop online and at select @l…;retweeted;0;0;0;19;12211;5669811;119;https://twitter.com/twitter/status/1469029142972624899
04/08/2022 20:17:51;512613427;DangeRussWilson;1469029122324062210;09/12/2021 19:40:10;en;.@3BRAND x @Lids Drop 3 🔥. Last of the year. So much more to come🙏🏾 https://t.co/hdrMmqYDW8;op;989;20;42;77;12211;5669811;119;https://twitter.com/twitter/status/1469029122324062210
04/08/2022 20:17:51;512613427;DangeRussWilson;1468926938710372352;09/12/2021 12:54:08;qst;JOY!!!;op;2895;32;106;186;12211;5669811;119;https://twitter.com/twitter/status/1468926938710372352
04/08/2022 20:17:51;512613427;DangeRussWilson;1468370639044055041;08/12/2021 00:03:36;und;@TDLockett12 #WPMOYChallenge 🙏🏾 https://t.co/4DZW6MzJg1;op;1409;15;7;782;12211;5669811;119;https://twitter.com/twitter/status/1468370639044055041
04/08/2022 20:17:54;512613427;DangeRussWilson;1473000377473634307;20/12/2021 18:40:31;en;Stay Focused.;op;5189;33;139;620;12211;5669811;119;https://twitter.com/twitter/status/1473000377473634307
04/08/2022 20:17:54;512613427;DangeRussWilson;1472758024477413376;20/12/2021 02:37:30;en;Grateful Heart!  Joy &amp  Praise always wins!;op;3198;6;45;303;12211;5669811;119;https://twitter.com/twitter/status/1472758024477413376
04/08/2022 20:17:54;512613427;DangeRussWilson;1472723835464019968;20/12/2021 00:21:38;en;Prayers up for you Teddy B! 🙏🏾;op;7528;21;50;369;12211;5669811;119;https://twitter.com/twitter/status/1472723835464019968
04/08/2022 20:17:54;512613427;DangeRussWilson;1472385403428610050;19/12/2021 01:56:50;en;My boy @GregOlsen88 is really good at announcing these @NFL games! Clear &amp  Passionate! #PayTheMan 💪🏾🙌🏾;op;2696;7;43;94;12211;5669811;119;https://twitter.com/twitter/status/1472385403428610050
04/08/2022 20:17:54;512613427;DangeRussWilson;1472376617146064896;19/12/2021 01:21:55;en;Baby Girl in @3Brand 😍😍😍 https://t.co/0CrgkBnZTc;quoted;1310;2;17;52;12211;5669811;119;https://twitter.com/twitter/status/1472376617146064896
04/08/2022 20:17:54;512613427;DangeRussWilson;1472356001714081792;19/12/2021 00:00:00;en;ANNA WILSON!!!!!!! Let’s go!!! @StanfordWBB;op;1027;4;13;55;12211;5669811;119;https://twitter.com/twitter/status/1472356001714081792
04/08/2022 20:17:54;512613427;DangeRussWilson;1472338430944288769;18/12/2021 22:50:11;en;I SEE YOU BALLIN’ sis!!! Let’s Go Champ! @a_willy03 https://t.co/6wDFBVuuqQ;quoted;421;1;6;24;12211;5669811;119;https://twitter.com/twitter/status/1472338430944288769
04/08/2022 20:17:54;512613427;DangeRussWilson;1472324140476420097;18/12/2021 21:53:24;en;Congrats Coach @ADavis1025  Legend in the Making. #NEUTRAL https://t.co/1h72mn58sr;quoted;3031;25;22;386;12211;5669811;119;https://twitter.com/twitter/status/1472324140476420097
04/08/2022 20:17:54;512613427;DangeRussWilson;1472305128698892289;18/12/2021 20:37:51;en;Lead with Love.;op;5119;35;65;624;12211;5669811;119;https://twitter.com/twitter/status/1472305128698892289
04/08/2022 20:17:54;512613427;DangeRussWilson;1471893854035001351;17/12/2021 17:23:35;en;3 things I love about the holidays:   1- Celebrating #NationalUglySweaterDay with my favorite airline, @AlaskaAir 💙.  2- Hooking up guests dressed in holiday sweaters today with priority boarding &amp  a Lounge discount.  3- Planning next family trip #BelizePlease. https://t.co/yVa7DdIvsG;op;1406;11;45;71;12211;5669811;119;https://twitter.com/twitter/status/1471893854035001351
04/08/2022 20:17:54;512613427;DangeRussWilson;1471867466980548608;17/12/2021 15:38:44;en;WHY NOT YOU!? Help the Youth! @WhyNotYouFdn https://t.co/zzzgROmuQp;quoted;228;3;6;28;12211;5669811;119;https://twitter.com/twitter/status/1471867466980548608
04/08/2022 20:17:54;512613427;DangeRussWilson;1471696335183048705;17/12/2021 04:18:43;en;Beautiful Scramble &amp  Play by @PatrickMahomes #Guts   Herbert’s Turn! #Ballers;op;1605;7;24;50;12211;5669811;119;https://twitter.com/twitter/status/1471696335183048705
04/08/2022 20:17:54;512613427;DangeRussWilson;1471694296881381376;17/12/2021 04:10:37;en;RT @willvaughn_5: Thanks @jtheaps9 and @RWQBAcademy for a great QB clinic yesterday. Always working, always learning. #RWQB;retweeted;0;0;0;10;12211;5669811;119;https://twitter.com/twitter/status/1471694296881381376
04/08/2022 20:17:54;512613427;DangeRussWilson;1471693138406174722;17/12/2021 04:06:01;en;What a catch!;op;1968;5;32;56;12211;5669811;119;https://twitter.com/twitter/status/1471693138406174722
04/08/2022 20:17:54;512613427;DangeRussWilson;1471652232684707843;17/12/2021 01:23:28;en;RT @Seahawks: Just a few hours to go, @12s! ⏳  Every RT = #ProBowlVote x2️⃣  @DangeRussWilson @qdiggs6 @Prez @Bwagz @JordynBrooks_ @TDLocke…;retweeted;0;0;0;973;12211;5669811;119;https://twitter.com/twitter/status/1471652232684707843
04/08/2022 20:17:54;512613427;DangeRussWilson;1471586885206085636;16/12/2021 21:03:48;en;RT @Seahawks: No sleeping, just retweeting. Pro Bowl voting ends in less than 24 hours, @12s! ⏳  Every RT = #ProBowlVote x2️⃣  @DangeRussWi…;retweeted;0;0;0;1086;12211;5669811;119;https://twitter.com/twitter/status/1471586885206085636
04/08/2022 20:17:54;512613427;DangeRussWilson;1471586802431520768;16/12/2021 21:03:29;en;RT @Seahawks: A big name. A huge get. After beefing with Nick Bellore on Twitter for years, Quandre Diggs finally sits down to hash out the…;retweeted;0;0;0;381;12211;5669811;119;https://twitter.com/twitter/status/1471586802431520768
04/08/2022 20:17:54;512613427;DangeRussWilson;1471472430518456325;16/12/2021 13:29:00;en;JOY!!! JESUS is KING!;op;9892;46;129;1036;12211;5669811;119;https://twitter.com/twitter/status/1471472430518456325
04/08/2022 20:17:54;512613427;DangeRussWilson;1471193872176799749;15/12/2021 19:02:07;en;RT @Seahawks: Keep those Pro Bowl retweets coming‼️  Every RT = #ProBowlVote x2️⃣  @DangeRussWilson @qdiggs6 @Prez @Bwagz @JordynBrooks_ @T…;retweeted;0;0;0;895;12211;5669811;119;https://twitter.com/twitter/status/1471193872176799749
04/08/2022 20:17:54;512613427;DangeRussWilson;1471161582583308291;15/12/2021 16:53:48;en;RT @Seahawks: Smash that RT for a great LT.  Every retweet = #ProBowlVote x2️⃣ for @DuaneBrown76 https://t.co/qbIsNvheM6;retweeted;0;0;0;397;12211;5669811;119;https://twitter.com/twitter/status/1471161582583308291
04/08/2022 20:17:54;512613427;DangeRussWilson;1471113494707654658;15/12/2021 13:42:43;en;RT @Seahawks: Close out @dkm14 s birthday with a #ProBowlVote or two.  Every RT = #ProBowlVote x2️⃣ https://t.co/heXoDT7NXg;retweeted;0;0;0;889;12211;5669811;119;https://twitter.com/twitter/status/1471113494707654658
04/08/2022 20:17:54;512613427;DangeRussWilson;1470923361064656902;15/12/2021 01:07:12;en;Congrats Legend! @StephenCurry30 https://t.co/rkyjnlFaTi;quoted;4096;12;24;295;12211;5669811;119;https://twitter.com/twitter/status/1470923361064656902
04/08/2022 20:17:57;512613427;DangeRussWilson;1476020344917921803;29/12/2021 02:40:48;en;RT @Seahawks: Rest In Peace John Madden, a true icon in the sport of football. Our thoughts and prayers are with the Madden family.;retweeted;0;0;0;371;12211;5669811;119;https://twitter.com/twitter/status/1476020344917921803
04/08/2022 20:17:57;512613427;DangeRussWilson;1476020308083560453;29/12/2021 02:40:39;en;Forever a legend, John Madden. Rest In Peace 🤍;op;9344;5;33;502;12211;5669811;119;https://twitter.com/twitter/status/1476020308083560453
04/08/2022 20:17:57;512613427;DangeRussWilson;1475654095386005509;28/12/2021 02:25:27;en;Jay… you are one of the best kickers in the league! Have been for years!  You ARE GREAT &amp  WILL continue to be. Best is ahead! https://t.co/BD1gQHMSeR;quoted;4453;35;126;190;12211;5669811;119;https://twitter.com/twitter/status/1475654095386005509
04/08/2022 20:17:57;512613427;DangeRussWilson;1475622976305307648;28/12/2021 00:21:47;en;Celebrating Christmas with my family ❤️ what a blessing! @Ciara https://t.co/zK5aArrUO0;op;5735;22;105;201;12211;5669811;119;https://twitter.com/twitter/status/1475622976305307648
04/08/2022 20:17:57;512613427;DangeRussWilson;1475316511065608194;27/12/2021 04:04:00;en;No one Classier, hard working, &amp  caring for others in the community!  Congrats @TDLockett12!!! 🙌🏾🙏🏾💚💙 https://t.co/WjeOD5UVyz;quoted;4559;9;53;190;12211;5669811;119;https://twitter.com/twitter/status/1475316511065608194
04/08/2022 20:17:57;512613427;DangeRussWilson;1475314767774371841;27/12/2021 03:57:05;en;RT @Seahawks: It started with a moon ball and ended with a moonwalk into the end zone.   @DangeRussWilson to @dkm14 for the 41-yard touchdo…;retweeted;0;0;0;358;12211;5669811;119;https://twitter.com/twitter/status/1475314767774371841
04/08/2022 20:17:57;512613427;DangeRussWilson;1475314596692905988;27/12/2021 03:56:24;en;RT @Seahawks: A little pitch and catch from 24 yards out for @DangeRussWilson and @lightningstrk12.  📺 #CHIvsSEA on FOX https://t.co/zr1cfq…;retweeted;0;0;0;114;12211;5669811;119;https://twitter.com/twitter/status/1475314596692905988
04/08/2022 20:17:57;512613427;DangeRussWilson;1474168068968312837;24/12/2021 00:00:31;en;RT @WhyNotYouFdn: We had a blast with @dangerusswilson @ciara last week surprising the inaugural class of students at @wnyacademy to celebr…;retweeted;0;0;0;43;12211;5669811;119;https://twitter.com/twitter/status/1474168068968312837
04/08/2022 20:17:57;512613427;DangeRussWilson;1474167687232122887;23/12/2021 23:59:00;en;Last week @Ciara and I surprised students at the @Wnyacademy and delivered a little holiday cheer! And with that cheer, Aerobie Sonic Fin Footballs! @AerobieOfficial 🏈🎁 So grateful for these students. Love Wins! https://t.co/9C0gyHu8Ix;op;1159;6;36;90;12211;5669811;119;https://twitter.com/twitter/status/1474167687232122887
04/08/2022 20:17:57;44196397;elonmusk;1473914193527070770;23/12/2021 07:11:42;en;@BillyM2k @jack @gladstein @rahilla @farokh @samkazemian @TheSmarmyBum @ethereum That’s why I’m pro Doge;replied_to;30324;669;4111;5955;18902;102695597;119;https://twitter.com/twitter/status/1473914193527070770
04/08/2022 20:17:57;512613427;DangeRussWilson;1473893188230287360;23/12/2021 05:48:14;en;Despite circumstances… Good or bad… WORSHIP is where I find the Breakthrough!;op;10836;77;250;931;12211;5669811;119;https://twitter.com/twitter/status/1473893188230287360
04/08/2022 20:18:00;512613427;DangeRussWilson;1478736428590723078;05/01/2022 14:33:32;en;Congrats @pennyhendrixx !!!  Hard work pays off! 💪🏾 #20 https://t.co/rdw8dngaWG;quoted;3139;3;30;132;12211;5669811;119;https://twitter.com/twitter/status/1478736428590723078
04/08/2022 20:18:00;512613427;DangeRussWilson;1478531477247647745;05/01/2022 00:59:08;en;RT @Seahawks: 1️⃣ RT = 2️⃣VOTES  #WPMOYChallenge @TDLockett12 https://t.co/AwMCvObL5Q;retweeted;0;0;0;6410;12211;5669811;119;https://twitter.com/twitter/status/1478531477247647745
04/08/2022 20:18:00;512613427;DangeRussWilson;1478479550535258113;04/01/2022 21:32:48;en;RT @3BRAND: New Year, let’s go!!! What are you looking forward to? https://t.co/hmLSekTuKz;retweeted;0;0;0;28;12211;5669811;119;https://twitter.com/twitter/status/1478479550535258113
04/08/2022 20:18:00;512613427;DangeRussWilson;1478397909473239041;04/01/2022 16:08:23;en;In support of their #SoundSanctuary program, @Bose, the @Seahawks and I gave one of our Seahawks families a surprise experience including a tour of the #Bose Sensory Room at the stadium, which is a more inclusive space for all fans. So grateful to be a part of this! #TeamBose https://t.co/VzznjjcSKs;op;549;4;20;60;12211;5669811;119;https://twitter.com/twitter/status/1478397909473239041
04/08/2022 20:18:00;512613427;DangeRussWilson;1478367449435181056;04/01/2022 14:07:21;en;Praying for my home state Virginia! 🙏🏾;op;4115;20;69;166;12211;5669811;119;https://twitter.com/twitter/status/1478367449435181056
04/08/2022 20:18:00;512613427;DangeRussWilson;1478229948296880128;04/01/2022 05:00:58;en;Congrats Big Ben! https://t.co/7hqkW7SiAa;quoted;38633;217;320;1946;12211;5669811;119;https://twitter.com/twitter/status/1478229948296880128
04/08/2022 20:18:00;512613427;DangeRussWilson;1478167096336916482;04/01/2022 00:51:13;en;RT @GoodManBrand: That new year kind of energy🔥@DangeRussWilson https://t.co/xdKAkU6fQn;retweeted;0;0;0;66;12211;5669811;119;https://twitter.com/twitter/status/1478167096336916482
04/08/2022 20:18:00;512613427;DangeRussWilson;1477847912172253187;03/01/2022 03:42:54;en;#ImmunoHeroes is our initiative for T-Cell therapy to help young kids to keep overcoming cancer!;replied_to;1372;1;16;52;12211;5669811;119;https://twitter.com/twitter/status/1477847912172253187
04/08/2022 20:18:00;512613427;DangeRussWilson;1477847910125498368;03/01/2022 03:42:53;en;Grateful we can make a difference! @Ciara &amp  I are blessed to raise $2.7 MILLION for @SeattleChildrens through our @WhyNotYouFdn🙏🏾 Thank you to our community, @Safeway’s Partnership &amp  all involved in making this a reality for the youth!!! #ImmunoHeroes https://t.co/5HHxt3csjE;op;7876;37;123;436;12211;5669811;119;https://twitter.com/twitter/status/1477847910125498368
04/08/2022 20:18:00;512613427;DangeRussWilson;1477814168401039361;03/01/2022 01:28:48;en;Go Hawks! https://t.co/iiOp852CuJ;op;7949;93;219;518;12211;5669811;119;https://twitter.com/twitter/status/1477814168401039361
04/08/2022 20:18:00;512613427;DangeRussWilson;1477726273564602368;02/01/2022 19:39:33;en;Home. 🙏🏾 Grateful. Grateful. Grateful. Let’s do this! https://t.co/JqknpUfz3I;op;4102;39;114;193;12211;5669811;119;https://twitter.com/twitter/status/1477726273564602368
04/08/2022 20:18:00;512613427;DangeRussWilson;1477668261642702848;02/01/2022 15:49:01;en;I’m gunna PRAISE YOU Today Jesus!  #ALLforYOURGlory;op;9175;29;129;718;12211;5669811;119;https://twitter.com/twitter/status/1477668261642702848
04/08/2022 20:18:00;512613427;DangeRussWilson;1477450838268256259;02/01/2022 01:25:04;en;My love of Football + new age college dynamics + winning at all cost 💰💰= Must watch!   Our star studded movie “National Champions” out now!   @NationalChamps 🏈💰🎬 https://t.co/ebvlJQ8o7a;op;888;5;39;67;12211;5669811;119;https://twitter.com/twitter/status/1477450838268256259
04/08/2022 20:18:00;512613427;DangeRussWilson;1477376393423953932;01/01/2022 20:29:15;en;I pray 2022 is full of joy &amp  abundance for you… for me.. for us. There will be challenges but nothing that won’t be overcome with Love &amp  Determination.   Let’s make the world a better place in 2022. TOGETHER.;op;8710;41;143;847;12211;5669811;119;https://twitter.com/twitter/status/1477376393423953932
04/08/2022 20:18:00;512613427;DangeRussWilson;1477182701341868032;01/01/2022 07:39:35;en;New Year! Grateful I get to do life with you @Ciara &amp  our 3 babies! I can’t wait for what God has in store for this year for our family! Life is a gift! Every moment is Heaven sent with our family! 2021…✌🏾… 2022 Let’s Go! https://t.co/ZNbsnaoFHn;op;8349;28;157;357;12211;5669811;119;https://twitter.com/twitter/status/1477182701341868032
04/08/2022 20:18:00;512613427;DangeRussWilson;1477059665875779584;31/12/2021 23:30:41;en;Although this year hasn’t been exactly what I’ve dreamed of it to be… I’m Grateful! Grateful to do what I love with amazing teammates &amp  men with high character &amp  passion for the game. Another Opportunity this week! Grateful!  #BlueFriday #GoHawks https://t.co/XXeBvML1pn;op;4521;23;168;237;12211;5669811;119;https://twitter.com/twitter/status/1477059665875779584
04/08/2022 20:18:00;512613427;DangeRussWilson;1477001394846502914;31/12/2021 19:39:08;en;RT @Seahawks: 1 RT = 1 VOTE for @TDLockett12   #WPMOYChallenge Lockett #WPMOYChallenge Lockett #WPMOYChallenge Lockett https://t.co/WJfL3yv…;retweeted;0;0;0;2575;12211;5669811;119;https://twitter.com/twitter/status/1477001394846502914
04/08/2022 20:18:00;512613427;DangeRussWilson;1476765834882129920;31/12/2021 04:03:06;en;Let’s go!!! #OnWisconsin;op;3093;12;43;130;12211;5669811;119;https://twitter.com/twitter/status/1476765834882129920
04/08/2022 20:18:00;512613427;DangeRussWilson;1476724601870700545;31/12/2021 01:19:15;en;Pretty cool to see!  Congrats @Coach_mtucker #NeutralThinking @Thinkbig_gofar https://t.co/CNXxboPjEu;quoted;1625;6;13;92;12211;5669811;119;https://twitter.com/twitter/status/1476724601870700545
04/08/2022 20:18:00;512613427;DangeRussWilson;1476396946243801088;30/12/2021 03:37:16;en;Weather the storm. Stillness is on the other side. https://t.co/vKfJccbJiv;op;2944;19;106;177;12211;5669811;119;https://twitter.com/twitter/status/1476396946243801088
04/08/2022 20:18:00;512613427;DangeRussWilson;1476273002639618048;29/12/2021 19:24:46;en;One of the best to ever do it on the hot corner. Congrats to a true Seattle legend Kyle Seager on an outstanding career! https://t.co/BheurLKenF;quoted;7199;17;39;443;12211;5669811;119;https://twitter.com/twitter/status/1476273002639618048
04/08/2022 20:18:00;512613427;DangeRussWilson;1476243636576608258;29/12/2021 17:28:04;en;Stay the course.;op;6233;65;215;715;12211;5669811;119;https://twitter.com/twitter/status/1476243636576608258
04/08/2022 20:18:04;512613427;DangeRussWilson;1481117349155512324;12/01/2022 04:14:28;en;Light at the end of the tunnel. https://t.co/rBzFBOevLU;op;13152;218;382;636;12211;5669811;119;https://twitter.com/twitter/status/1481117349155512324
04/08/2022 20:18:04;512613427;DangeRussWilson;1481103287570944000;12/01/2022 03:18:35;en;Steph &amp  JA so nice! 🏀💪🏾;op;1540;6;18;59;12211;5669811;119;https://twitter.com/twitter/status/1481103287570944000
04/08/2022 20:18:04;512613427;DangeRussWilson;1480954467751108609;11/01/2022 17:27:14;en;RT @CNBC: Russell Wilson and Ciara s fashion start-up is opening its first pop-up store, CEO Christine Day says https://t.co/l7aa38cdNb;retweeted;0;0;0;69;12211;5669811;119;https://twitter.com/twitter/status/1480954467751108609
